Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Calories_per_hour,Water_per_kg,HRR,Rel_Intensity
33.0,Male,78.7,1.61,193.0,137.0,55.0,0.93,1668.0,Strength,24.5,2.3,3.0,2.0,19.47,1793.5483870967741,0.02922490470139771,138.0,0.5942028985507246
27.0,Male,75.4,1.58,192.0,169.0,63.0,1.3,1386.0,Strength,16.9,3.6,3.0,1.0,15.63,1066.1538461538462,0.04774535809018567,129.0,0.8217054263565892
48.0,Male,59.6,1.78,181.0,152.0,53.0,1.65,1741.0,Strength,23.2,3.3,4.0,1.0,12.32,1055.1515151515152,0.05536912751677852,128.0,0.7734375
29.0,Female,57.2,1.84,168.0,141.0,74.0,1.56,303.0,Yoga,16.8,2.4,5.0,3.0,29.68,194.23076923076923,0.04195804195804195,94.0,0.7127659574468085
39.0,Female,74.3,1.63,178.0,169.0,57.0,1.35,1376.0,Yoga,25.9,3.2,3.0,3.0,20.29,1019.2592592592592,0.04306864064602962,121.0,0.9256198347107438
46.0,Male,64.4,1.82,186.0,121.0,72.0,1.96,582.0,Cardio,26.2,2.8,3.0,3.0,28.07,296.9387755102041,0.04347826086956521,114.0,0.4298245614035088
42.0,Male,65.3,1.73,182.0,140.0,60.0,2.0,786.0,HIIT,27.5,1.5,2.0,1.0,22.4,393.0,0.022970903522205207,122.0,0.6557377049180327
54.0,Male,63.8,1.92,188.0,131.0,57.0,0.98,1117.0,HIIT,20.7,1.6,5.0,2.0,26.75,1139.795918367347,0.025078369905956115,131.0,0.5648854961832062
21.0,Female,45.1,1.87,192.0,138.0,69.0,1.89,1071.0,Strength,25.8,2.3,5.0,2.0,19.64,566.6666666666667,0.050997782705099776,123.0,0.5609756097560976
27.0,Male,63.7,1.86,183.0,146.0,70.0,0.91,759.0,Strength,24.5,3.5,3.0,3.0,18.88,834.065934065934,0.054945054945054944,113.0,0.672566371681416
30.0,Female,65.3,1.81,179.0,144.0,50.0,1.52,1144.0,HIIT,22.0,1.5,2.0,2.0,14.43,752.6315789473684,0.022970903522205207,129.0,0.7286821705426356
58.0,Female,59.0,1.78,166.0,144.0,74.0,1.47,1152.0,Strength,28.9,3.4,5.0,2.0,22.67,783.6734693877551,0.0576271186440678,92.0,0.7608695652173914
20.0,Male,57.1,1.66,168.0,146.0,74.0,1.17,1040.0,Cardio,24.6,3.5,2.0,2.0,17.57,888.8888888888889,0.06129597197898424,94.0,0.7659574468085106
43.0,Male,68.8,1.79,188.0,122.0,73.0,1.56,350.0,HIIT,23.4,1.5,4.0,1.0,14.27,224.35897435897436,0.02180232558139535,115.0,0.4260869565217391
26.0,Female,62.9,1.69,192.0,139.0,69.0,1.77,1030.0,Strength,28.8,3.4,4.0,2.0,12.32,581.9209039548023,0.05405405405405406,123.0,0.5691056910569106
55.0,Female,98.6,1.6,197.0,167.0,74.0,1.16,802.0,HIIT,22.1,2.9,4.0,2.0,14.29,691.3793103448277,0.029411764705882353,123.0,0.7560975609756098
25.0,Female,102.8,2.0,166.0,131.0,73.0,1.28,1783.0,Cardio,27.1,3.2,3.0,1.0,14.05,1392.96875,0.031128404669260704,93.0,0.6236559139784946
36.0,Male,45.8,1.59,177.0,126.0,74.0,0.92,1221.0,Strength,32.9,3.0,3.0,3.0,30.03,1327.1739130434783,0.06550218340611354,103.0,0.5048543689320388
53.0,Female,47.5,1.66,166.0,156.0,55.0,1.1,1766.0,HIIT,22.5,1.6,3.0,1.0,32.14,1605.4545454545453,0.03368421052631579,111.0,0.9099099099099099
52.0,Male,88.0,1.87,180.0,128.0,74.0,1.44,1058.0,Strength,32.2,1.7,4.0,2.0,27.54,734.7222222222223,0.019318181818181818,106.0,0.5094339622641509
43.0,Male,76.3,1.66,188.0,164.0,58.0,0.84,606.0,Strength,25.7,1.8,3.0,1.0,28.19,721.4285714285714,0.0235910878112713,130.0,0.8153846153846154
31.0,Female,85.9,1.7,162.0,143.0,56.0,2.0,1455.0,Yoga,28.0,3.3,3.0,3.0,12.78,727.5,0.038416763678696154,106.0,0.8207547169811321
28.0,Male,93.7,1.77,192.0,142.0,57.0,1.45,1230.0,Cardio,14.8,3.6,2.0,2.0,23.62,848.2758620689656,0.0384204909284952,135.0,0.6296296296296297
26.0,Male,83.6,1.79,171.0,128.0,72.0,0.7,1247.0,Strength,25.4,3.2,3.0,1.0,27.91,1781.4285714285716,0.038277511961722493,99.0,0.5656565656565656
38.0,Male,101.4,2.0,190.0,169.0,63.0,1.37,1772.0,Cardio,20.7,2.6,4.0,1.0,38.99,1293.4306569343064,0.02564102564102564,127.0,0.8346456692913385
36.0,Female,77.6,1.6,183.0,165.0,72.0,0.66,1208.0,Cardio,25.6,1.7,3.0,1.0,12.44,1830.3030303030303,0.021907216494845363,111.0,0.8378378378378378
28.0,Female,44.7,1.68,166.0,160.0,62.0,0.99,1672.0,Yoga,28.6,1.5,2.0,3.0,17.59,1688.888888888889,0.03355704697986577,104.0,0.9423076923076923
40.0,Male,79.9,1.51,175.0,169.0,64.0,1.44,1277.0,Yoga,26.2,1.5,5.0,3.0,14.09,886.8055555555555,0.018773466833541926,111.0,0.9459459459459459
45.0,Female,70.2,1.82,167.0,139.0,67.0,1.32,953.0,Strength,10.0,1.5,4.0,2.0,13.6,721.9696969696969,0.021367521367521368,100.0,0.72
40.0,Female,44.2,1.7,161.0,160.0,64.0,1.71,979.0,Yoga,23.7,3.4,3.0,2.0,24.1,572.514619883041,0.07692307692307691,97.0,0.9896907216494846
49.0,Male,90.6,1.78,181.0,130.0,63.0,1.27,1002.0,Strength,28.2,2.3,3.0,2.0,15.66,788.9763779527559,0.025386313465783666,118.0,0.5677966101694916
40.0,Female,56.8,1.54,166.0,167.0,71.0,1.06,1225.0,Yoga,27.6,1.7,4.0,1.0,12.32,1155.6603773584905,0.029929577464788734,95.0,1.0105263157894737
51.0,Female,48.7,1.5,168.0,140.0,58.0,0.93,1108.0,Cardio,27.3,3.2,2.0,2.0,12.32,1191.3978494623655,0.06570841889117043,110.0,0.7454545454545455
41.0,Female,72.3,1.66,165.0,142.0,74.0,1.4,758.0,Cardio,25.6,3.6,4.0,1.0,23.85,541.4285714285714,0.049792531120331954,91.0,0.7472527472527473
43.0,Female,68.0,1.78,183.0,120.0,58.0,2.0,1030.0,HIIT,22.8,1.5,4.0,2.0,17.25,515.0,0.022058823529411766,125.0,0.496
44.0,Male,46.7,1.81,191.0,132.0,58.0,1.45,1113.0,Cardio,10.0,3.5,4.0,3.0,23.21,767.5862068965517,0.07494646680942184,133.0,0.556390977443609
30.0,Male,59.4,1.87,190.0,122.0,50.0,1.77,1337.0,Yoga,25.5,2.8,4.0,1.0,23.2,755.367231638418,0.04713804713804714,140.0,0.5142857142857142
18.0,Female,75.9,1.7,183.0,151.0,51.0,1.01,1289.0,HIIT,30.1,3.2,2.0,1.0,24.94,1276.2376237623762,0.04216073781291173,132.0,0.7575757575757576
47.0,Female,45.1,1.73,193.0,152.0,57.0,1.25,918.0,Strength,29.7,2.8,3.0,3.0,14.58,734.4,0.06208425720620842,136.0,0.6985294117647058
25.0,Female,64.6,1.51,194.0,127.0,55.0,1.4,1155.0,Cardio,26.9,3.5,2.0,3.0,17.74,825.0,0.0541795665634675,139.0,0.5179856115107914
18.0,Female,68.7,1.6,163.0,135.0,61.0,1.05,367.0,Yoga,23.1,3.6,3.0,2.0,33.26,349.5238095238095,0.05240174672489083,102.0,0.7254901960784313
45.0,Female,61.1,1.74,171.0,164.0,69.0,1.16,1019.0,Yoga,19.6,2.8,3.0,1.0,16.37,878.4482758620691,0.04582651391162029,102.0,0.9313725490196079
47.0,Female,70.1,1.71,199.0,139.0,74.0,1.15,1238.0,Cardio,25.1,2.5,4.0,1.0,19.95,1076.5217391304348,0.03566333808844508,125.0,0.52
28.0,Male,50.3,1.81,176.0,156.0,70.0,1.46,1143.0,Strength,31.8,1.9,3.0,1.0,26.47,782.8767123287671,0.03777335984095428,106.0,0.8113207547169812
18.0,Female,66.8,1.62,161.0,169.0,74.0,1.57,1410.0,HIIT,30.2,3.3,3.0,2.0,22.63,898.0891719745223,0.04940119760479042,87.0,1.0919540229885059
28.0,Male,59.9,1.7,169.0,163.0,65.0,1.26,1474.0,Yoga,11.7,2.9,4.0,1.0,33.85,1169.8412698412699,0.048414023372287146,104.0,0.9423076923076923
41.0,Male,52.8,1.68,192.0,132.0,59.0,1.47,1709.0,Cardio,29.6,3.5,4.0,1.0,12.32,1162.5850340136055,0.06628787878787878,133.0,0.5488721804511278
51.0,Female,62.7,1.73,198.0,140.0,50.0,1.98,1656.0,Strength,18.2,3.6,4.0,2.0,33.87,836.3636363636364,0.05741626794258373,148.0,0.6081081081081081
34.0,Male,76.4,1.84,164.0,161.0,69.0,1.2,978.0,Cardio,17.0,3.0,3.0,1.0,21.69,815.0,0.03926701570680628,95.0,0.968421052631579
52.0,Male,54.7,1.93,193.0,135.0,62.0,2.0,416.0,Cardio,31.9,3.2,2.0,2.0,34.32,208.0,0.05850091407678245,131.0,0.5572519083969466
18.0,Female,49.0,1.72,190.0,153.0,60.0,0.72,862.0,HIIT,24.4,2.8,4.0,3.0,17.26,1197.2222222222222,0.05714285714285714,130.0,0.7153846153846154
30.0,Male,46.3,1.59,166.0,133.0,54.0,1.33,1001.0,Strength,23.8,2.2,2.0,2.0,17.74,752.6315789473683,0.04751619870410368,112.0,0.7053571428571429
35.0,Female,68.2,1.7,178.0,137.0,52.0,2.0,1181.0,HIIT,23.5,3.3,3.0,2.0,31.92,590.5,0.04838709677419355,126.0,0.6746031746031746
36.0,Female,85.1,1.67,184.0,131.0,53.0,1.03,608.0,Yoga,19.7,2.1,4.0,2.0,20.8,590.2912621359224,0.02467685076380729,131.0,0.5954198473282443
33.0,Female,59.8,2.0,188.0,144.0,70.0,2.0,1337.0,HIIT,32.9,3.1,3.0,1.0,14.17,668.5,0.05183946488294315,118.0,0.6271186440677966
56.0,Female,63.7,1.74,161.0,158.0,65.0,1.94,1297.0,Yoga,28.6,3.2,3.0,3.0,14.53,668.5567010309278,0.05023547880690738,96.0,0.96875
34.0,Male,40.0,1.68,183.0,167.0,64.0,1.45,1642.0,Yoga,28.2,2.3,3.0,2.0,17.03,1132.4137931034484,0.057499999999999996,119.0,0.865546218487395
56.0,Male,64.7,1.78,199.0,129.0,62.0,1.1,941.0,HIIT,11.5,2.4,3.0,2.0,13.72,855.4545454545454,0.03709428129829984,137.0,0.48905109489051096
28.0,Male,56.5,1.73,198.0,136.0,74.0,1.23,991.0,Strength,14.5,3.6,5.0,1.0,13.82,805.6910569105692,0.06371681415929203,124.0,0.5
18.0,Male,56.9,1.74,180.0,149.0,59.0,0.89,1441.0,Cardio,22.0,3.2,2.0,2.0,19.82,1619.1011235955057,0.0562390158172232,121.0,0.743801652892562
18.0,Male,115.8,1.68,177.0,150.0,74.0,1.11,629.0,Strength,24.2,3.6,5.0,2.0,20.56,566.6666666666666,0.031088082901554407,103.0,0.7378640776699029
45.0,Male,46.0,1.76,165.0,135.0,69.0,1.05,1121.0,Yoga,24.0,1.5,5.0,2.0,28.92,1067.6190476190475,0.03260869565217391,96.0,0.6875
47.0,Female,46.9,1.91,162.0,145.0,53.0,1.17,733.0,HIIT,23.8,1.5,3.0,2.0,14.88,626.4957264957266,0.031982942430703626,109.0,0.8440366972477065
49.0,Male,110.8,1.62,162.0,169.0,59.0,1.34,1783.0,Cardio,11.5,1.7,4.0,2.0,21.26,1330.597014925373,0.015342960288808664,103.0,1.0679611650485437
19.0,Male,97.4,1.75,173.0,144.0,56.0,1.27,917.0,HIIT,27.1,3.2,4.0,2.0,28.45,722.0472440944882,0.03285420944558522,117.0,0.7521367521367521
42.0,Male,117.7,1.71,198.0,149.0,74.0,0.89,943.0,Cardio,23.7,1.8,4.0,1.0,26.89,1059.5505617977528,0.015293118096856415,124.0,0.6048387096774194
24.0,Female,91.2,1.66,167.0,129.0,60.0,1.27,314.0,HIIT,30.8,3.4,5.0,1.0,21.76,247.24409448818898,0.03728070175438596,107.0,0.6448598130841121
18.0,Female,100.3,1.83,168.0,125.0,74.0,1.21,746.0,Yoga,23.3,3.4,5.0,1.0,18.69,616.5289256198347,0.03389830508474576,94.0,0.5425531914893617
28.0,Male,51.1,1.66,161.0,154.0,65.0,0.86,944.0,HIIT,31.1,3.3,5.0,2.0,19.67,1097.6744186046512,0.06457925636007827,96.0,0.9270833333333334
18.0,Male,79.0,1.64,191.0,150.0,74.0,1.37,1741.0,Yoga,16.9,1.9,4.0,2.0,30.73,1270.802919708029,0.024050632911392405,117.0,0.6495726495726496
44.0,Female,65.0,1.57,165.0,168.0,70.0,1.02,1232.0,Cardio,27.9,3.6,3.0,1.0,32.75,1207.8431372549019,0.055384615384615386,95.0,1.0315789473684212
24.0,Male,86.3,1.71,191.0,150.0,50.0,1.33,1166.0,Yoga,33.3,1.8,3.0,1.0,18.7,876.6917293233082,0.02085747392815759,141.0,0.7092198581560284
39.0,Male,43.3,1.68,184.0,128.0,51.0,1.5,712.0,Cardio,13.2,1.5,2.0,2.0,17.06,474.6666666666667,0.034642032332563515,133.0,0.5789473684210527
18.0,Male,50.6,2.0,179.0,133.0,65.0,1.85,1265.0,Strength,19.8,2.7,3.0,2.0,20.88,683.7837837837837,0.05335968379446641,114.0,0.5964912280701754
52.0,Male,40.0,1.71,165.0,157.0,74.0,1.64,1001.0,HIIT,18.6,2.8,4.0,2.0,17.27,610.3658536585366,0.06999999999999999,91.0,0.9120879120879121
18.0,Female,59.9,1.76,179.0,169.0,66.0,1.26,1024.0,Cardio,24.3,2.1,3.0,1.0,18.69,812.6984126984127,0.03505843071786311,113.0,0.911504424778761
56.0,Female,59.1,2.0,177.0,146.0,58.0,0.94,1277.0,Yoga,14.1,3.4,3.0,2.0,16.29,1358.5106382978724,0.05752961082910321,119.0,0.7394957983193278
24.0,Female,62.8,1.68,177.0,163.0,53.0,2.0,1005.0,HIIT,25.9,2.9,4.0,1.0,19.91,502.5,0.04617834394904459,124.0,0.8870967741935484
59.0,Female,72.8,1.65,172.0,165.0,55.0,1.17,1104.0,HIIT,15.4,3.4,3.0,1.0,14.86,943.5897435897436,0.046703296703296704,117.0,0.9401709401709402
29.0,Female,65.0,1.77,194.0,152.0,66.0,1.34,715.0,HIIT,25.2,1.8,2.0,1.0,23.25,533.5820895522388,0.027692307692307693,128.0,0.671875
18.0,Female,74.2,1.85,177.0,151.0,66.0,2.0,1104.0,HIIT,28.0,1.5,3.0,1.0,18.69,552.0,0.02021563342318059,111.0,0.7657657657657657
46.0,Female,61.2,1.79,190.0,157.0,72.0,1.05,947.0,Strength,22.6,2.5,3.0,1.0,17.28,901.9047619047618,0.04084967320261438,118.0,0.7203389830508474
27.0,Female,63.3,1.9,183.0,148.0,67.0,0.58,933.0,HIIT,20.0,3.2,4.0,2.0,22.45,1608.6206896551726,0.05055292259083729,116.0,0.6982758620689655
40.0,Female,95.3,1.86,171.0,130.0,67.0,1.46,796.0,Strength,10.0,2.0,4.0,1.0,22.23,545.2054794520548,0.020986358866736624,104.0,0.6057692307692307
42.0,Female,73.6,1.73,182.0,159.0,66.0,1.65,1265.0,Cardio,23.2,2.4,2.0,2.0,18.69,766.6666666666667,0.03260869565217391,116.0,0.8017241379310345
35.0,Male,124.8,1.75,176.0,161.0,59.0,1.2,1240.0,Yoga,10.0,3.3,3.0,2.0,28.03,1033.3333333333335,0.026442307692307692,117.0,0.8717948717948718
18.0,Male,75.4,1.97,177.0,136.0,67.0,0.76,1371.0,HIIT,29.7,3.1,2.0,1.0,15.43,1803.9473684210527,0.04111405835543766,110.0,0.6272727272727273
46.0,Male,49.8,1.91,160.0,146.0,65.0,2.0,1009.0,HIIT,29.4,3.0,3.0,3.0,12.84,504.5,0.06024096385542169,95.0,0.8526315789473684
18.0,Male,61.0,1.67,163.0,139.0,70.0,1.22,361.0,Strength,27.4,3.4,2.0,3.0,17.17,295.9016393442623,0.05573770491803279,93.0,0.7419354838709677
47.0,Male,100.2,1.67,196.0,151.0,73.0,1.48,953.0,Strength,24.5,3.2,3.0,2.0,26.79,643.918918918919,0.03193612774451098,123.0,0.6341463414634146
33.0,Female,73.0,1.69,196.0,135.0,67.0,1.93,881.0,Yoga,10.0,2.2,2.0,2.0,23.54,456.47668393782385,0.030136986301369864,129.0,0.5271317829457365
30.0,Male,88.2,1.72,191.0,155.0,54.0,1.28,911.0,Strength,27.2,2.2,4.0,3.0,15.42,711.71875,0.024943310657596373,137.0,0.7372262773722628
34.0,Female,61.7,1.81,183.0,141.0,72.0,0.98,1443.0,HIIT,31.4,2.6,4.0,3.0,20.6,1472.4489795918369,0.04213938411669368,111.0,0.6216216216216216
30.0,Male,120.0,1.79,187.0,141.0,51.0,2.0,1508.0,Yoga,24.3,2.5,4.0,1.0,21.36,754.0,0.020833333333333332,136.0,0.6617647058823529
30.0,Male,45.4,1.73,197.0,151.0,50.0,1.27,1200.0,Cardio,23.1,3.6,4.0,3.0,17.33,944.8818897637796,0.07929515418502203,147.0,0.6870748299319728
30.0,Male,40.0,1.87,186.0,140.0,56.0,1.57,848.0,Strength,26.6,2.6,5.0,1.0,12.87,540.1273885350319,0.065,130.0,0.6461538461538462
22.0,Male,129.9,1.62,185.0,141.0,52.0,1.62,571.0,Strength,27.2,1.8,4.0,2.0,12.32,352.4691358024691,0.013856812933025403,133.0,0.6691729323308271
53.0,Female,71.9,2.0,191.0,161.0,74.0,1.6,1286.0,Cardio,29.0,3.7,5.0,2.0,12.32,803.75,0.05146036161335188,117.0,0.7435897435897436
44.0,Female,115.6,1.5,186.0,145.0,55.0,1.65,1075.0,HIIT,25.1,3.5,2.0,1.0,18.41,651.5151515151515,0.030276816608996542,131.0,0.6870229007633588
26.0,Female,64.7,1.61,197.0,137.0,74.0,1.48,1088.0,HIIT,25.1,2.2,5.0,2.0,24.23,735.1351351351351,0.03400309119010819,123.0,0.5121951219512195
52.0,Male,58.2,1.71,182.0,161.0,50.0,1.49,1364.0,HIIT,28.7,3.5,3.0,2.0,21.89,915.4362416107383,0.060137457044673534,132.0,0.8409090909090909
49.0,Male,53.8,1.81,185.0,169.0,71.0,1.56,1345.0,Strength,25.3,2.4,4.0,2.0,19.34,862.1794871794872,0.04460966542750929,114.0,0.8596491228070176
26.0,Female,63.6,1.77,173.0,145.0,55.0,1.29,1586.0,Strength,18.9,2.8,3.0,1.0,22.45,1229.4573643410852,0.0440251572327044,118.0,0.7627118644067796
23.0,Male,62.3,1.68,167.0,122.0,74.0,1.69,772.0,Cardio,21.1,3.3,3.0,1.0,12.98,456.8047337278107,0.052969502407704656,93.0,0.5161290322580645
26.0,Male,55.9,1.61,192.0,146.0,74.0,1.0,1133.0,Cardio,21.1,2.6,5.0,1.0,21.42,1133.0,0.046511627906976744,118.0,0.6101694915254238
41.0,Female,65.7,1.57,170.0,169.0,71.0,1.13,708.0,Yoga,26.5,1.9,5.0,1.0,12.32,626.5486725663717,0.0289193302891933,99.0,0.98989898989899
59.0,Female,65.5,1.78,168.0,139.0,56.0,1.26,505.0,Strength,22.8,2.0,2.0,2.0,28.6,400.7936507936508,0.030534351145038167,112.0,0.7410714285714286
39.0,Female,90.5,1.73,175.0,169.0,51.0,2.0,883.0,HIIT,30.8,3.6,3.0,2.0,20.06,441.5,0.03977900552486188,124.0,0.9516129032258065
28.0,Female,40.0,1.81,194.0,164.0,57.0,1.57,1070.0,Yoga,21.3,3.4,3.0,1.0,37.33,681.5286624203821,0.08499999999999999,137.0,0.781021897810219
48.0,Male,40.0,1.67,169.0,168.0,57.0,2.0,833.0,Strength,17.8,2.2,3.0,3.0,12.32,416.5,0.05500000000000001,112.0,0.9910714285714286
54.0,Female,76.8,1.79,189.0,132.0,64.0,1.32,815.0,Strength,20.7,2.1,4.0,1.0,20.66,617.4242424242424,0.027343750000000003,125.0,0.544
26.0,Female,92.4,1.59,165.0,169.0,55.0,1.49,1783.0,HIIT,24.9,1.5,4.0,2.0,22.09,1196.6442953020135,0.016233766233766232,110.0,1.0363636363636364
28.0,Male,88.5,1.64,160.0,163.0,50.0,1.25,1190.0,Cardio,31.7,3.2,3.0,1.0,26.98,952.0,0.03615819209039548,110.0,1.0272727272727273
52.0,Female,54.3,1.73,185.0,137.0,57.0,2.0,1783.0,Yoga,20.5,3.1,3.0,2.0,22.75,891.5,0.057090239410681407,128.0,0.625
23.0,Male,71.2,1.56,170.0,140.0,68.0,0.79,1014.0,Yoga,21.8,3.5,4.0,1.0,13.25,1283.5443037974683,0.04915730337078651,102.0,0.7058823529411765
26.0,Female,64.1,1.68,190.0,168.0,55.0,1.35,1175.0,Strength,28.1,3.4,2.0,2.0,39.84,870.3703703703703,0.0530421216848674,135.0,0.837037037037037
18.0,Female,45.3,1.75,190.0,169.0,69.0,0.82,808.0,Cardio,28.4,3.7,2.0,3.0,26.5,985.3658536585366,0.0816777041942605,121.0,0.8264462809917356
21.0,Female,76.0,1.72,196.0,160.0,73.0,1.51,1306.0,Strength,28.8,3.5,3.0,3.0,12.32,864.9006622516556,0.046052631578947366,123.0,0.7073170731707317
41.0,Female,40.0,1.69,192.0,138.0,66.0,0.95,1556.0,Yoga,26.0,2.6,4.0,1.0,19.94,1637.8947368421054,0.065,126.0,0.5714285714285714
30.0,Male,129.9,1.78,189.0,120.0,74.0,1.51,828.0,Yoga,20.0,1.5,2.0,1.0,30.83,548.3443708609271,0.011547344110854504,115.0,0.4
27.0,Female,62.9,1.73,187.0,157.0,54.0,0.99,569.0,Strength,27.9,2.4,4.0,1.0,28.52,574.7474747474747,0.03815580286168521,133.0,0.7744360902255639
28.0,Male,69.3,1.99,183.0,154.0,62.0,1.97,827.0,Strength,14.4,1.5,4.0,2.0,18.72,419.79695431472084,0.021645021645021648,121.0,0.7603305785123967
38.0,Male,60.6,1.81,170.0,159.0,71.0,1.45,577.0,Cardio,24.8,3.7,3.0,3.0,13.74,397.9310344827586,0.06105610561056106,99.0,0.8888888888888888
59.0,Female,40.0,1.65,179.0,163.0,71.0,1.93,823.0,Cardio,23.4,3.4,3.0,1.0,22.78,426.42487046632124,0.08499999999999999,108.0,0.8518518518518519
33.0,Female,56.6,2.0,173.0,131.0,71.0,1.65,680.0,Strength,24.1,1.9,3.0,2.0,37.62,412.1212121212121,0.03356890459363957,102.0,0.5882352941176471
27.0,Female,75.2,1.96,172.0,132.0,61.0,1.22,829.0,HIIT,14.9,2.7,3.0,1.0,21.52,679.5081967213115,0.03590425531914894,111.0,0.6396396396396397
46.0,Female,78.4,1.55,176.0,132.0,69.0,2.0,1030.0,Strength,23.3,2.2,2.0,1.0,23.63,515.0,0.02806122448979592,107.0,0.5887850467289719
25.0,Male,42.2,1.82,185.0,140.0,56.0,0.86,373.0,Strength,17.9,3.5,4.0,2.0,29.27,433.72093023255815,0.08293838862559241,129.0,0.6511627906976745
29.0,Female,57.0,1.7,168.0,160.0,61.0,0.74,976.0,Yoga,17.7,2.8,4.0,3.0,12.32,1318.918918918919,0.04912280701754386,107.0,0.9252336448598131
32.0,Female,40.0,1.89,177.0,134.0,71.0,1.37,1270.0,HIIT,23.9,1.9,3.0,2.0,18.0,927.007299270073,0.0475,106.0,0.5943396226415094
49.0,Male,128.5,1.96,196.0,138.0,68.0,0.5,1165.0,Cardio,26.1,3.4,2.0,1.0,22.89,2330.0,0.026459143968871595,128.0,0.546875
28.0,Female,45.0,1.8,187.0,162.0,74.0,1.82,1395.0,Strength,23.2,2.7,4.0,3.0,12.32,766.4835164835165,0.060000000000000005,113.0,0.7787610619469026
18.0,Female,78.5,1.81,190.0,127.0,74.0,1.38,466.0,Yoga,29.9,1.7,4.0,3.0,15.7,337.6811594202899,0.02165605095541401,116.0,0.45689655172413796
50.0,Female,49.4,1.91,188.0,131.0,74.0,1.11,963.0,Strength,17.6,2.7,2.0,1.0,17.89,867.5675675675675,0.05465587044534413,114.0,0.5
27.0,Female,50.3,1.66,180.0,131.0,74.0,1.12,677.0,Cardio,27.6,1.8,2.0,2.0,39.72,604.4642857142857,0.03578528827037774,106.0,0.5377358490566038
40.0,Female,61.0,1.88,171.0,138.0,62.0,1.38,1180.0,HIIT,24.9,2.0,2.0,3.0,12.32,855.072463768116,0.03278688524590164,109.0,0.6972477064220184
59.0,Male,79.3,1.79,198.0,162.0,74.0,1.78,933.0,Strength,25.2,2.7,4.0,2.0,16.0,524.1573033707865,0.034047919293820936,124.0,0.7096774193548387
57.0,Female,40.0,1.62,190.0,123.0,57.0,1.43,1093.0,Yoga,25.2,3.2,5.0,1.0,21.11,764.3356643356643,0.08,133.0,0.49624060150375937
18.0,Male,50.0,1.69,196.0,143.0,53.0,1.37,1115.0,Yoga,21.6,2.7,4.0,2.0,28.53,813.8686131386861,0.054000000000000006,143.0,0.6293706293706294
18.0,Male,48.6,1.95,175.0,152.0,57.0,1.87,862.0,Strength,23.1,1.6,3.0,1.0,12.32,460.96256684491976,0.03292181069958848,118.0,0.8050847457627118
26.0,Male,91.3,1.63,186.0,156.0,67.0,0.92,1091.0,Yoga,22.6,2.4,3.0,1.0,19.46,1185.8695652173913,0.02628696604600219,119.0,0.7478991596638656
50.0,Female,102.2,1.65,198.0,157.0,64.0,1.64,1123.0,Yoga,17.3,3.3,4.0,2.0,17.77,684.7560975609756,0.03228962818003914,134.0,0.6940298507462687
48.0,Female,40.0,1.75,196.0,133.0,74.0,2.0,517.0,Cardio,12.8,2.5,4.0,1.0,12.32,258.5,0.0625,122.0,0.48360655737704916
41.0,Female,69.6,1.63,193.0,169.0,55.0,1.46,1157.0,Strength,27.9,3.7,4.0,1.0,32.29,792.4657534246576,0.05316091954022989,138.0,0.8260869565217391
23.0,Female,56.8,1.75,183.0,149.0,74.0,1.54,926.0,Strength,25.3,2.6,2.0,2.0,12.32,601.2987012987013,0.045774647887323945,109.0,0.6880733944954128
50.0,Female,99.4,1.7,181.0,120.0,58.0,0.88,694.0,Yoga,30.5,1.5,3.0,2.0,16.45,788.6363636363636,0.015090543259557344,123.0,0.5040650406504065
18.0,Male,51.4,1.83,195.0,141.0,54.0,0.97,1145.0,HIIT,23.7,1.7,2.0,3.0,16.63,1180.4123711340208,0.033073929961089495,141.0,0.6170212765957447
22.0,Male,96.9,1.8,163.0,132.0,56.0,0.94,748.0,HIIT,21.7,2.5,4.0,2.0,24.29,795.7446808510639,0.025799793601651185,107.0,0.7102803738317757
26.0,Female,64.3,1.7,192.0,140.0,65.0,1.51,1236.0,Yoga,33.9,3.6,3.0,2.0,39.07,818.5430463576159,0.055987558320373255,127.0,0.5905511811023622
42.0,Female,40.0,1.72,197.0,139.0,74.0,1.64,1143.0,Yoga,24.0,1.5,3.0,2.0,19.15,696.9512195121952,0.0375,123.0,0.5284552845528455
37.0,Male,40.0,1.92,194.0,128.0,72.0,1.89,1753.0,Strength,10.0,3.4,5.0,1.0,15.24,927.5132275132275,0.08499999999999999,122.0,0.45901639344262296
30.0,Female,85.4,1.71,188.0,169.0,74.0,1.17,744.0,HIIT,21.6,3.6,4.0,2.0,20.15,635.8974358974359,0.04215456674473068,114.0,0.8333333333333334
33.0,Female,72.9,1.58,178.0,153.0,57.0,0.94,1139.0,HIIT,25.9,3.5,2.0,1.0,18.97,1211.7021276595744,0.04801097393689986,121.0,0.7933884297520661
25.0,Female,48.8,1.84,186.0,168.0,65.0,1.68,972.0,Strength,25.0,1.7,3.0,2.0,16.6,578.5714285714286,0.034836065573770496,121.0,0.8512396694214877
18.0,Male,54.9,1.74,187.0,131.0,74.0,0.93,597.0,HIIT,24.3,3.2,3.0,3.0,18.89,641.9354838709677,0.05828779599271403,113.0,0.504424778761062
